member_id,checkin,checkout
100213,2020-04-25T21:36:17Z,2020-04-25T22:26:17Z
100214,2020-04-01T15:55:10Z,2020-04-01T16:50:10Z
100214,2020-04-05T04:58:39Z,2020-04-05T06:47:39Z
100214,2020-04-06T04:33:10Z,2020-04-06T05:07:10Z
100214,2020-04-07T00:04:37Z,2020-04-07T01:05:37Z
100214,2020-04-16T02:48:59Z,2020-04-16T03:19:59Z
100214,2020-04-17T04:59:43Z,2020-04-17T06:21:43Z
100214,2020-04-22T22:15:17Z,2020-04-23T00:10:17Z
100214,2020-04-23T11:45:42Z,2020-04-23T12:44:42Z
100214,2020-04-25T05:08:12Z,2020-04-25T06:34:12Z
100214,2020-04-26T06:03:29Z,2020-04-26T06:44:29Z
100214,2020-04-27T13:20:55Z,2020-04-27T13:57:55Z
100214,2020-04-28T05:19:46Z,2020-04-28T07:18:46Z
100215,2020-04-04T08:08:12Z,2020-04-04T09:54:12Z
100215,2020-04-04T18:15:57Z,2020-04-04T19:23:57Z
100215,2020-04-07T17:54:55Z,2020-04-07T19:22:55Z
100215,2020-04-15T04:54:19Z,2020-04-15T05:23:19Z
100215,2020-04-16T17:29:48Z,2020-04-16T18:46:48Z
100215,2020-04-20T09:40:28Z,2020-04-20T10:19:28Z
100215,2020-04-21T07:11:26Z,2020-04-21T08:43:26Z
100215,2020-04-25T21:03:31Z,2020-04-25T22:03:31Z
100215,2020-04-27T06:01:35Z,2020-04-27T07:57:35Z
100215,2020-04-27T13:35:41Z,2020-04-27T14:13:41Z
100215,2020-04-28T13:56:57Z,2020-04-28T15:20:57Z
100215,2020-04-29T01:15:02Z,2020-04-29T02:11:02Z
100216,2020-04-05T04:19:12Z,2020-04-05T06:11:12Z
100216,2020-04-08T15:51:29Z,2020-04-08T17:34:29Z
100216,2020-04-19T08:10:29Z,2020-04-19T09:35:29Z
100216,2020-04-20T21:37:27Z,2020-04-20T21:58:27Z
100216,2020-04-21T20:42:08Z,2020-04-21T21:22:08Z
100216,2020-04-24T00:18:59Z,2020-04-24T01:31:59Z
100216,2020-04-24T04:58:00Z,2020-04-24T05:31:00Z
100216,2020-04-30T15:48:54Z,2020-04-30T16:34:54Z
100217,2020-04-03T00:17:02Z,2020-04-03T00:58:02Z
100217,2020-04-03T22:51:54Z,2020-04-04T00:04:54Z
100217,2020-04-07T04:23:39Z,2020-04-07T05:38:39Z
100217,2020-04-07T11:01:11Z,2020-04-07T11:21:11Z
100217,2020-04-16T02:35:51Z,2020-04-16T04:35:51Z
100217,2020-04-17T13:23:19Z,2020-04-17T14:47:19Z
100217,2020-04-18T17:50:40Z,2020-04-18T18:12:40Z
100217,2020-04-20T23:44:36Z,2020-04-21T01:27:36Z
100217,2020-04-24T12:34:11Z,2020-04-24T13:37:11Z
100217,2020-04-27T19:54:03Z,2020-04-27T20:54:03Z
100217,2020-04-30T07:49:25Z,2020-04-30T09:14:25Z
100218,2020-04-03T22:12:55Z,2020-04-04T00:04:55Z
100218,2020-04-03T23:51:02Z,2020-04-04T01:18:02Z
100218,2020-04-06T00:03:35Z,2020-04-06T01:49:35Z
100218,2020-04-08T17:57:55Z,2020-04-08T19:20:55Z
100218,2020-04-10T03:08:15Z,2020-04-10T04:25:15Z
100218,2020-04-12T07:50:43Z,2020-04-12T09:33:43Z
100218,2020-04-16T07:54:30Z,2020-04-16T09:05:30Z
100218,2020-04-19T07:52:01Z,2020-04-19T09:01:01Z
100218,2020-04-19T22:31:48Z,2020-04-19T23:40:48Z
100218,2020-04-20T03:42:30Z,2020-04-20T04:19:30Z
100218,2020-04-22T15:21:02Z,2020-04-22T15:48:02Z
100218,2020-04-27T10:05:00Z,2020-04-27T11:38:00Z
100218,2020-04-30T04:55:54Z,2020-04-30T06:55:54Z
100218,2020-04-30T18:10:53Z,2020-04-30T20:09:53Z
100219,2020-04-04T01:40:53Z,2020-04-04T02:20:53Z
100219,2020-04-04T16:43:53Z,2020-04-04T17:09:53Z
100219,2020-04-09T02:51:01Z,2020-04-09T03:11:01Z
100219,2020-04-11T04:21:15Z,2020-04-11T05:00:15Z
100219,2020-04-12T00:25:38Z,2020-04-12T02:23:38Z
100219,2020-04-15T17:27:36Z,2020-04-15T18:45:36Z
100219,2020-04-21T01:39:54Z,2020-04-21T03:00:54Z
100219,2020-04-22T06:32:08Z,2020-04-22T07:58:08Z
100219,2020-04-25T16:51:01Z,2020-04-25T18:51:01Z
100220,2020-04-05T22:19:15Z,2020-04-05T23:37:15Z
100220,2020-04-08T02:17:56Z,2020-04-08T03:14:56Z
100220,2020-04-14T16:34:49Z,2020-04-14T17:18:49Z
100220,2020-04-23T07:46:49Z,2020-04-23T09:42:49Z
100220,2020-04-23T21:50:14Z,2020-04-23T22:11:14Z
100220,2020-04-24T00:12:33Z,2020-04-24T01:15:33Z
100220,2020-04-29T07:33:36Z,2020-04-29T08:37:36Z
100221,2020-04-04T04:57:55Z,2020-04-04T05:17:55Z
100221,2020-04-04T19:48:27Z,2020-04-04T20:16:27Z
100221,2020-04-04T23:57:55Z,2020-04-05T01:50:55Z
100221,2020-04-19T21:25:23Z,2020-04-19T23:09:23Z
100221,2020-04-21T07:33:55Z,2020-04-21T09:19:55Z
100221,2020-04-21T08:54:40Z,2020-04-21T09:50:40Z
100221,2020-04-22T22:53:58Z,2020-04-22T23:47:58Z
100221,2020-04-25T06:03:42Z,2020-04-25T06:44:42Z
100222,2020-04-03T19:56:48Z,2020-04-03T20:55:48Z
100222,2020-04-08T23:56:49Z,2020-04-09T00:47:49Z
100222,2020-04-10T01:14:47Z,2020-04-10T02:55:47Z
100222,2020-04-13T08:21:10Z,2020-04-13T08:59:10Z
100222,2020-04-14T15:46:16Z,2020-04-14T16:56:16Z
100222,2020-04-15T14:56:57Z,2020-04-15T15:19:57Z
100222,2020-04-20T09:15:16Z,2020-04-20T09:51:16Z
100222,2020-04-29T21:55:05Z,2020-04-29T23:44:05Z
100222,2020-04-30T01:45:41Z,2020-04-30T02:56:41Z
100223,2020-04-05T06:53:10Z,2020-04-05T08:46:10Z
100223,2020-04-09T07:06:38Z,2020-04-09T08:25:38Z
100223,2020-04-12T01:41:22Z,2020-04-12T02:56:22Z
100223,2020-04-12T04:03:12Z,2020-04-12T05:35:12Z
100223,2020-04-15T00:12:52Z,2020-04-15T01:37:52Z
100223,2020-04-18T17:22:14Z,2020-04-18T18:51:14Z
100223,2020-04-21T21:27:57Z,2020-04-21T22:42:57Z
100223,2020-04-27T20:28:18Z,2020-04-27T21:52:18Z
100224,2020-04-02T13:48:43Z,2020-04-02T15:11:43Z
100224,2020-04-02T19:50:10Z,2020-04-02T20:51:10Z
100224,2020-04-02T22:19:42Z,2020-04-02T22:49:42Z
100224,2020-04-06T12:43:51Z,2020-04-06T13:14:51Z
100224,2020-04-06T15:47:40Z,2020-04-06T17:14:40Z
100224,2020-04-16T12:14:23Z,2020-04-16T13:35:23Z
100224,2020-04-18T04:46:50Z,2020-04-18T06:14:50Z
100224,2020-04-23T05:11:45Z,2020-04-23T06:17:45Z
100224,2020-04-24T02:12:28Z,2020-04-24T03:22:28Z
100224,2020-04-30T14:12:29Z,2020-04-30T14:58:29Z
100225,2020-04-02T06:15:30Z,2020-04-02T07:40:30Z
100225,2020-04-03T12:09:05Z,2020-04-03T13:04:05Z
100225,2020-04-08T01:08:46Z,2020-04-08T02:33:46Z
100225,2020-04-13T01:02:59Z,2020-04-13T02:26:59Z
100225,2020-04-15T07:39:34Z,2020-04-15T08:35:34Z
100225,2020-04-15T11:50:15Z,2020-04-15T12:22:15Z
100225,2020-04-15T23:33:11Z,2020-04-16T00:15:11Z
100225,2020-04-23T11:42:43Z,2020-04-23T13:41:43Z
100225,2020-04-23T15:25:21Z,2020-04-23T16:05:21Z
100225,2020-04-27T05:54:23Z,2020-04-27T07:45:23Z
100225,2020-04-28T13:20:03Z,2020-04-28T14:16:03Z
100225,2020-04-29T09:40:56Z,2020-04-29T10:07:56Z
100226,2020-04-03T10:21:04Z,2020-04-03T10:54:04Z
100226,2020-04-03T16:32:14Z,2020-04-03T18:31:14Z
100226,2020-04-16T22:06:09Z,2020-04-17T00:03:09Z
100226,2020-04-21T19:14:04Z,2020-04-21T20:43:04Z
100226,2020-04-24T02:20:03Z,2020-04-24T03:45:03Z
100226,2020-04-27T11:24:48Z,2020-04-27T12:28:48Z
100227,2020-04-01T19:30:52Z,2020-04-01T20:23:52Z
100227,2020-04-03T07:13:30Z,2020-04-03T08:47:30Z
100227,2020-04-08T23:29:15Z,2020-04-09T00:29:15Z
100227,2020-04-13T20:43:01Z,2020-04-13T22:33:01Z
100227,2020-04-17T22:04:09Z,2020-04-17T22:47:09Z
100227,2020-04-19T09:33:33Z,2020-04-19T11:08:33Z
100227,2020-04-19T15:40:02Z,2020-04-19T17:26:02Z
100227,2020-04-23T14:49:54Z,2020-04-23T15:45:54Z
100227,2020-04-23T18:57:51Z,2020-04-23T20:17:51Z
100228,2020-04-04T22:16:38Z,2020-04-04T22:56:38Z
100228,2020-04-09T09:37:51Z,2020-04-09T10:14:51Z
100228,2020-04-10T15:54:17Z,2020-04-10T16:30:17Z
100228,2020-04-14T01:35:43Z,2020-04-14T02:06:43Z
100228,2020-04-15T16:35:05Z,2020-04-15T17:50:05Z
100228,2020-04-21T03:56:26Z,2020-04-21T04:53:26Z
100228,2020-04-22T12:29:14Z,2020-04-22T13:09:14Z
100228,2020-04-26T03:08:50Z,2020-04-26T04:21:50Z
100228,2020-04-30T14:58:44Z,2020-04-30T15:22:44Z
100229,2020-04-01T00:37:37Z,2020-04-01T01:25:37Z
100229,2020-04-04T01:32:05Z,2020-04-04T02:03:05Z
100229,2020-04-05T18:52:06Z,2020-04-05T20:34:06Z
100229,2020-04-06T09:39:16Z,2020-04-06T11:05:16Z
100229,2020-04-09T14:01:44Z,2020-04-09T15:35:44Z
100229,2020-04-10T00:15:25Z,2020-04-10T01:43:25Z
100229,2020-04-14T06:05:28Z,2020-04-14T06:51:28Z
100229,2020-04-15T00:44:06Z,2020-04-15T02:28:06Z
100229,2020-04-15T00:57:22Z,2020-04-15T01:17:22Z
100229,2020-04-19T12:18:29Z,2020-04-19T13:25:29Z
100229,2020-04-20T23:08:33Z,2020-04-21T00:05:33Z
100229,2020-04-21T22:08:42Z,2020-04-21T22:46:42Z
100229,2020-04-27T21:41:52Z,2020-04-27T22:27:52Z
100229,2020-04-28T10:45:55Z,2020-04-28T11:52:55Z
100230,2020-03-31T23:51:37Z,2020-04-01T01:35:37Z
100230,2020-04-01T10:40:56Z,2020-04-01T11:11:56Z
100230,2020-04-01T13:20:22Z,2020-04-01T14:42:22Z
100230,2020-04-07T22:38:02Z,2020-04-07T23:36:02Z
100230,2020-04-11T09:11:46Z,2020-04-11T10:39:46Z
100230,2020-04-12T13:56:39Z,2020-04-12T15:00:39Z
100230,2020-04-13T04:23:08Z,2020-04-13T04:58:08Z
100230,2020-04-15T03:59:27Z,2020-04-15T04:22:27Z
100230,2020-04-18T01:41:02Z,2020-04-18T02:05:02Z
100230,2020-04-18T11:33:12Z,2020-04-18T12:08:12Z
100230,2020-04-19T06:44:05Z,2020-04-19T07:22:05Z
100230,2020-04-23T01:40:07Z,2020-04-23T03:31:07Z
100231,2020-04-02T18:04:34Z,2020-04-02T19:37:34Z
100231,2020-04-04T20:50:40Z,2020-04-04T22:07:40Z
100231,2020-04-06T17:54:55Z,2020-04-06T18:47:55Z
100231,2020-04-08T05:45:06Z,2020-04-08T06:28:06Z
100231,2020-04-08T08:51:11Z,2020-04-08T09:12:11Z
100231,2020-04-08T14:51:52Z,2020-04-08T16:38:52Z
100231,2020-04-09T00:04:43Z,2020-04-09T00:56:43Z
100231,2020-04-09T00:40:38Z,2020-04-09T01:51:38Z
100231,2020-04-20T10:59:23Z,2020-04-20T11:34:23Z
100231,2020-04-23T05:09:42Z,2020-04-23T06:49:42Z
100231,2020-04-23T06:22:01Z,2020-04-23T07:55:01Z
100231,2020-04-26T04:22:57Z,2020-04-26T05:24:57Z
100231,2020-04-27T17:01:11Z,2020-04-27T17:37:11Z
100232,2020-04-02T11:55:48Z,2020-04-02T13:17:48Z
100232,2020-04-03T01:18:02Z,2020-04-03T03:04:02Z
100232,2020-04-03T22:33:24Z,2020-04-03T23:19:24Z
100232,2020-04-04T04:56:42Z,2020-04-04T05:49:42Z
100232,2020-04-07T01:09:30Z,2020-04-07T03:09:30Z
100232,2020-04-07T08:47:37Z,2020-04-07T09:53:37Z
100232,2020-04-09T21:51:18Z,2020-04-09T23:29:18Z
100232,2020-04-14T20:58:15Z,2020-04-14T21:41:15Z
100232,2020-04-21T04:33:42Z,2020-04-21T06:23:42Z
100232,2020-04-27T17:28:59Z,2020-04-27T18:19:59Z
100232,2020-04-28T21:58:41Z,2020-04-28T23:47:41Z
100232,2020-04-30T01:56:09Z,2020-04-30T03:29:09Z
100233,2020-04-03T07:43:22Z,2020-04-03T08:51:22Z
100233,2020-04-04T16:22:59Z,2020-04-04T17:39:59Z
100233,2020-04-07T02:07:39Z,2020-04-07T03:03:39Z
100233,2020-04-07T12:58:20Z,2020-04-07T14:13:20Z
100233,2020-04-09T15:35:21Z,2020-04-09T17:00:21Z
100233,2020-04-10T06:49:27Z,2020-04-10T07:54:27Z
100233,2020-04-14T17:54:56Z,2020-04-14T18:49:56Z
100233,2020-04-15T15:29:50Z,2020-04-15T16:45:50Z
100233,2020-04-17T00:24:37Z,2020-04-17T01:27:37Z
100233,2020-04-21T16:56:32Z,2020-04-21T17:45:32Z
100233,2020-04-21T20:49:28Z,2020-04-21T22:42:28Z
100233,2020-04-24T17:11:24Z,2020-04-24T18:31:24Z
100233,2020-04-27T13:24:16Z,2020-04-27T15:23:16Z
100233,2020-04-29T03:51:51Z,2020-04-29T04:13:51Z
100233,2020-04-29T08:38:10Z,2020-04-29T09:40:10Z
100234,2020-04-08T20:13:40Z,2020-04-08T21:17:40Z
100234,2020-04-13T02:45:28Z,2020-04-13T03:31:28Z
100234,2020-04-13T11:44:00Z,2020-04-13T12:43:00Z
100234,2020-04-16T19:18:54Z,2020-04-16T20:42:54Z
100234,2020-04-18T10:18:50Z,2020-04-18T11:09:50Z
100234,2020-04-18T10:20:52Z,2020-04-18T10:53:52Z
100234,2020-04-23T10:44:04Z,2020-04-23T11:13:04Z
100234,2020-04-23T15:57:08Z,2020-04-23T17:24:08Z
100234,2020-04-26T01:00:53Z,2020-04-26T02:19:53Z
100235,2020-04-01T22:02:20Z,2020-04-01T23:34:20Z
100235,2020-04-08T17:49:13Z,2020-04-08T19:08:13Z
100235,2020-04-13T01:50:47Z,2020-04-13T02:46:47Z
100235,2020-04-14T12:27:15Z,2020-04-14T14:15:15Z
100235,2020-04-21T22:56:31Z,2020-04-21T23:58:31Z
100235,2020-04-27T00:09:42Z,2020-04-27T00:40:42Z
100236,2020-04-01T19:57:38Z,2020-04-01T20:22:38Z
100236,2020-04-01T23:26:12Z,2020-04-01T23:51:12Z
100236,2020-04-02T18:41:58Z,2020-04-02T20:20:58Z
100236,2020-04-02T20:23:44Z,2020-04-02T22:19:44Z
100236,2020-04-04T14:58:39Z,2020-04-04T16:07:39Z
100236,2020-04-09T07:25:49Z,2020-04-09T08:19:49Z
100236,2020-04-20T12:46:05Z,2020-04-20T14:25:05Z
100236,2020-04-20T13:01:55Z,2020-04-20T13:51:55Z
100236,2020-04-22T06:04:56Z,2020-04-22T07:32:56Z
100236,2020-04-24T17:31:26Z,2020-04-24T18:10:26Z
100236,2020-04-27T10:48:54Z,2020-04-27T11:14:54Z
100237,2020-04-05T06:32:45Z,2020-04-05T07:39:45Z
100237,2020-04-05T15:30:53Z,2020-04-05T16:21:53Z
100237,2020-04-08T07:02:20Z,2020-04-08T07:33:20Z
100237,2020-04-15T06:38:36Z,2020-04-15T08:21:36Z
100237,2020-04-18T01:28:21Z,2020-04-18T02:51:21Z
100237,2020-04-20T09:11:32Z,2020-04-20T11:02:32Z
100237,2020-04-21T00:50:47Z,2020-04-21T01:56:47Z
100237,2020-04-27T15:58:09Z,2020-04-27T17:00:09Z
100237,2020-04-29T16:53:42Z,2020-04-29T18:35:42Z
100238,2020-04-03T01:05:15Z,2020-04-03T03:00:15Z
100238,2020-04-04T09:56:36Z,2020-04-04T11:19:36Z
100238,2020-04-12T20:21:38Z,2020-04-12T22:14:38Z
100238,2020-04-14T00:29:46Z,2020-04-14T01:29:46Z
100238,2020-04-14T11:13:28Z,2020-04-14T12:50:28Z
100238,2020-04-14T19:35:26Z,2020-04-14T20:24:26Z
100238,2020-04-16T22:09:37Z,2020-04-16T23:07:37Z
100238,2020-04-23T02:29:34Z,2020-04-23T03:23:34Z
100238,2020-04-23T22:43:16Z,2020-04-23T23:44:16Z
100238,2020-04-25T11:25:48Z,2020-04-25T12:58:48Z
100239,2020-04-05T10:58:36Z,2020-04-05T12:51:36Z
100239,2020-04-11T15:51:20Z,2020-04-11T16:42:20Z
100239,2020-04-13T10:28:47Z,2020-04-13T12:14:47Z
100239,2020-04-17T13:54:57Z,2020-04-17T14:56:57Z
100239,2020-04-19T01:35:31Z,2020-04-19T02:08:31Z
100239,2020-04-22T02:46:28Z,2020-04-22T04:00:28Z
100239,2020-04-29T12:32:39Z,2020-04-29T14:29:39Z
100239,2020-04-30T11:48:42Z,2020-04-30T13:07:42Z
100240,2020-04-01T09:53:38Z,2020-04-01T11:32:38Z
100240,2020-04-05T10:49:22Z,2020-04-05T11:44:22Z
100240,2020-04-07T09:34:18Z,2020-04-07T10:17:18Z
100240,2020-04-11T02:13:29Z,2020-04-11T02:53:29Z
100240,2020-04-13T07:53:26Z,2020-04-13T08:45:26Z
100240,2020-04-16T17:13:02Z,2020-04-16T18:56:02Z
100240,2020-04-20T11:18:36Z,2020-04-20T13:11:36Z
100240,2020-04-20T22:52:01Z,2020-04-20T23:59:01Z
100240,2020-04-23T09:24:38Z,2020-04-23T10:17:38Z
100240,2020-04-24T07:22:08Z,2020-04-24T07:43:08Z
100240,2020-04-27T20:15:29Z,2020-04-27T22:15:29Z
100240,2020-04-29T05:20:56Z,2020-04-29T06:20:56Z
100241,2020-04-03T20:01:09Z,2020-04-03T20:33:09Z
100241,2020-04-07T18:52:39Z,2020-04-07T19:29:39Z
100241,2020-04-11T13:48:56Z,2020-04-11T15:13:56Z
100241,2020-04-16T14:00:11Z,2020-04-16T15:44:11Z
100241,2020-04-16T23:56:59Z,2020-04-17T00:34:59Z
100241,2020-04-17T02:11:39Z,2020-04-17T02:45:39Z
100241,2020-04-22T07:24:31Z,2020-04-22T09:24:31Z
100241,2020-04-29T02:59:23Z,2020-04-29T03:54:23Z
100242,2020-04-02T07:14:36Z,2020-04-02T08:05:36Z
100242,2020-04-10T04:42:18Z,2020-04-10T05:18:18Z
100242,2020-04-10T09:36:58Z,2020-04-10T10:28:58Z
100242,2020-04-16T14:15:09Z,2020-04-16T14:45:09Z
100242,2020-04-17T02:32:01Z,2020-04-17T03:54:01Z
100242,2020-04-18T17:48:22Z,2020-04-18T18:31:22Z
100242,2020-04-18T20:16:11Z,2020-04-18T21:07:11Z
100242,2020-04-24T06:51:13Z,2020-04-24T07:32:13Z
100242,2020-04-26T00:37:42Z,2020-04-26T02:15:42Z
100242,2020-04-29T16:13:03Z,2020-04-29T18:08:03Z
100243,2020-04-03T11:00:28Z,2020-04-03T11:48:28Z
100243,2020-04-08T20:36:24Z,2020-04-08T21:41:24Z
100243,2020-04-13T10:30:24Z,2020-04-13T11:23:24Z
100243,2020-04-13T21:37:35Z,2020-04-13T22:29:35Z
100243,2020-04-15T03:13:45Z,2020-04-15T03:50:45Z
100243,2020-04-19T04:55:40Z,2020-04-19T05:52:40Z
100243,2020-04-20T10:32:18Z,2020-04-20T10:59:18Z
100243,2020-04-24T17:15:03Z,2020-04-24T18:50:03Z
100244,2020-04-02T05:40:52Z,2020-04-02T06:12:52Z
100244,2020-04-02T07:25:20Z,2020-04-02T09:03:20Z
100244,2020-04-04T19:42:54Z,2020-04-04T20:51:54Z
100244,2020-04-11T09:38:26Z,2020-04-11T10:51:26Z
100244,2020-04-13T19:35:33Z,2020-04-13T20:52:33Z
100244,2020-04-20T17:16:52Z,2020-04-20T18:22:52Z
100244,2020-04-29T08:45:24Z,2020-04-29T10:19:24Z
100244,2020-04-29T10:06:57Z,2020-04-29T10:43:57Z
100245,2020-04-04T08:46:38Z,2020-04-04T09:51:38Z
100245,2020-04-04T10:15:27Z,2020-04-04T11:37:27Z
100245,2020-04-06T19:00:45Z,2020-04-06T19:27:45Z
100245,2020-04-09T02:26:50Z,2020-04-09T04:19:50Z
100245,2020-04-15T11:09:04Z,2020-04-15T13:07:04Z
100245,2020-04-17T12:09:16Z,2020-04-17T13:41:16Z
100245,2020-04-18T20:27:10Z,2020-04-18T21:18:10Z
100245,2020-04-20T20:57:39Z,2020-04-20T22:55:39Z
100245,2020-04-24T00:54:14Z,2020-04-24T01:15:14Z
100245,2020-04-24T23:33:02Z,2020-04-25T00:28:02Z
100245,2020-04-25T19:40:37Z,2020-04-25T21:32:37Z
100245,2020-04-28T09:21:47Z,2020-04-28T11:12:47Z
100246,2020-04-03T19:08:31Z,2020-04-03T20:13:31Z
100246,2020-04-05T15:13:19Z,2020-04-05T17:09:19Z
100246,2020-04-05T15:50:19Z,2020-04-05T16:42:19Z
100246,2020-04-07T05:04:25Z,2020-04-07T06:20:25Z
100246,2020-04-10T00:36:16Z,2020-04-10T01:19:16Z
100246,2020-04-17T01:57:31Z,2020-04-17T03:03:31Z
100246,2020-04-17T06:19:20Z,2020-04-17T06:41:20Z
100246,2020-04-18T13:39:43Z,2020-04-18T14:39:43Z
100246,2020-04-20T15:56:10Z,2020-04-20T17:46:10Z
100246,2020-04-21T11:17:01Z,2020-04-21T12:27:01Z
100246,2020-04-23T00:56:48Z,2020-04-23T01:55:48Z
100246,2020-04-25T06:04:36Z,2020-04-25T07:37:36Z
100246,2020-04-28T03:23:29Z,2020-04-28T03:52:29Z
100246,2020-04-28T22:34:00Z,2020-04-28T23:57:00Z
100247,2020-04-02T13:14:22Z,2020-04-02T13:51:22Z
100247,2020-04-03T08:10:07Z,2020-04-03T08:47:07Z
100247,2020-04-03T12:16:23Z,2020-04-03T12:57:23Z
100247,2020-04-05T16:48:31Z,2020-04-05T17:53:31Z
100247,2020-04-07T04:08:47Z,2020-04-07T04:28:47Z
100247,2020-04-10T02:26:16Z,2020-04-10T04:06:16Z
100247,2020-04-10T20:39:28Z,2020-04-10T22:01:28Z
100247,2020-04-12T08:59:46Z,2020-04-12T10:38:46Z
100247,2020-04-13T13:42:28Z,2020-04-13T14:18:28Z
100247,2020-04-20T06:23:46Z,2020-04-20T06:57:46Z
100247,2020-04-28T14:11:47Z,2020-04-28T14:57:47Z
100247,2020-04-28T16:48:44Z,2020-04-28T17:52:44Z
100248,2020-04-07T17:37:04Z,2020-04-07T19:30:04Z
100248,2020-04-09T18:16:46Z,2020-04-09T19:37:46Z
100248,2020-04-10T08:42:40Z,2020-04-10T09:28:40Z
100248,2020-04-10T16:38:13Z,2020-04-10T17:57:13Z
100248,2020-04-11T16:40:55Z,2020-04-11T18:15:55Z
100248,2020-04-11T17:54:17Z,2020-04-11T19:34:17Z
100248,2020-04-12T12:38:55Z,2020-04-12T14:05:55Z
100248,2020-04-13T10:23:12Z,2020-04-13T10:43:12Z
100248,2020-04-13T11:30:40Z,2020-04-13T12:20:40Z
100248,2020-04-14T18:26:34Z,2020-04-14T20:20:34Z
100248,2020-04-15T05:44:49Z,2020-04-15T07:19:49Z
100248,2020-04-22T22:59:27Z,2020-04-23T00:31:27Z
100248,2020-04-25T14:35:29Z,2020-04-25T15:17:29Z
100249,2020-04-02T21:58:03Z,2020-04-02T22:25:03Z
100249,2020-04-03T20:46:27Z,2020-04-03T21:19:27Z
100249,2020-04-09T03:34:12Z,2020-04-09T04:05:12Z
100249,2020-04-10T11:33:21Z,2020-04-10T12:58:21Z
100249,2020-04-10T12:22:55Z,2020-04-10T12:46:55Z
100249,2020-04-11T20:10:17Z,2020-04-11T22:05:17Z
100249,2020-04-15T12:23:21Z,2020-04-15T14:22:21Z
100249,2020-04-16T21:05:22Z,2020-04-16T22:15:22Z
100249,2020-04-23T12:49:00Z,2020-04-23T13:16:00Z
100249,2020-04-23T22:41:06Z,2020-04-23T23:45:06Z
100249,2020-04-27T17:03:29Z,2020-04-27T18:57:29Z
100249,2020-04-28T00:27:37Z,2020-04-28T01:09:37Z
100249,2020-04-30T17:34:44Z,2020-04-30T18:59:44Z
100250,2020-04-01T04:07:14Z,2020-04-01T06:06:14Z
100250,2020-04-13T05:06:59Z,2020-04-13T06:10:59Z
100250,2020-04-13T16:35:18Z,2020-04-13T16:56:18Z
100250,2020-04-22T08:42:35Z,2020-04-22T09:59:35Z
100250,2020-04-24T06:01:08Z,2020-04-24T07:45:08Z
100251,2020-04-01T00:54:20Z,2020-04-01T02:08:20Z
100251,2020-04-01T08:50:33Z,2020-04-01T10:45:33Z
100251,2020-04-02T11:47:08Z,2020-04-02T12:08:08Z
100251,2020-04-04T05:43:06Z,2020-04-04T06:07:06Z
100251,2020-04-08T07:11:13Z,2020-04-08T09:05:13Z
100251,2020-04-16T14:19:05Z,2020-04-16T14:45:05Z
100251,2020-04-19T01:47:00Z,2020-04-19T03:32:00Z
100251,2020-04-19T05:40:22Z,2020-04-19T07:36:22Z
100251,2020-04-20T11:21:43Z,2020-04-20T12:20:43Z
100251,2020-04-20T23:33:24Z,2020-04-21T01:21:24Z
100251,2020-04-23T03:34:59Z,2020-04-23T05:22:59Z
100251,2020-04-24T07:09:49Z,2020-04-24T08:57:49Z
100251,2020-04-30T16:14:31Z,2020-04-30T16:48:31Z
100252,2020-04-01T01:56:15Z,2020-04-01T02:36:15Z
100252,2020-04-02T09:09:31Z,2020-04-02T10:21:31Z
100252,2020-04-05T03:34:10Z,2020-04-05T05:11:10Z
100252,2020-04-08T11:40:28Z,2020-04-08T12:04:28Z
100252,2020-04-10T21:54:18Z,2020-04-10T23:39:18Z
100252,2020-04-11T16:05:20Z,2020-04-11T16:55:20Z
100252,2020-04-14T23:56:52Z,2020-04-15T01:03:52Z
100252,2020-04-17T05:43:25Z,2020-04-17T06:42:25Z
100252,2020-04-19T05:32:27Z,2020-04-19T06:21:27Z
100252,2020-04-19T19:27:43Z,2020-04-19T20:16:43Z
100252,2020-04-20T15:55:44Z,2020-04-20T17:30:44Z
100252,2020-04-24T20:00:53Z,2020-04-24T20:53:53Z
100252,2020-04-27T21:11:34Z,2020-04-27T21:57:34Z
100253,2020-03-31T23:51:09Z,2020-04-01T01:18:09Z
100253,2020-04-01T05:06:51Z,2020-04-01T06:27:51Z
100253,2020-04-05T15:30:12Z,2020-04-05T16:56:12Z
100253,2020-04-07T17:45:31Z,2020-04-07T18:12:31Z
100253,2020-04-10T07:29:02Z,2020-04-10T09:14:02Z
100253,2020-04-19T23:47:18Z,2020-04-20T01:44:18Z
100253,2020-04-23T03:40:52Z,2020-04-23T04:02:52Z
100253,2020-04-27T12:15:39Z,2020-04-27T13:28:39Z
100254,2020-04-03T06:08:07Z,2020-04-03T07:18:07Z
100254,2020-04-03T08:19:04Z,2020-04-03T09:38:04Z
100254,2020-04-14T13:54:55Z,2020-04-14T15:25:55Z
100254,2020-04-15T14:07:08Z,2020-04-15T15:23:08Z
100254,2020-04-18T21:04:36Z,2020-04-18T22:30:36Z
100254,2020-04-25T20:07:02Z,2020-04-25T21:47:02Z
100254,2020-04-25T22:43:26Z,2020-04-25T23:49:26Z
100254,2020-04-26T10:14:00Z,2020-04-26T11:40:00Z
100255,2020-04-02T06:48:35Z,2020-04-02T07:32:35Z
100255,2020-04-07T05:31:21Z,2020-04-07T06:30:21Z
